pid,qtr,min,sec,dwn,yds,pts,player,type
19981,2,1,38,3,27,7,AT-0900,REC
20049,4,6,1,2,4,7,JM-5600,RUSH
20054,4,5,19,2,25,7,CJ-1400,REC
20075,1,14,46,1,4,7,CG-0400,RUSH
20103,1,4,1,2,1,7,MF-0300,RUSH
20144,2,2,58,1,1,7,MF-0300,RUSH
20151,2,1,51,1,53,7,TO-0200,REC
20188,3,8,15,2,17,7,TO-0200,REC
20198,3,3,43,3,19,7,MF-0300,REC
20223,4,10,25,1,16,7,MF-0300,REC
20289,1,1,2,3,59,7,DA-0600,REC
20309,2,8,34,1,2,7,CF-0300,REC
20317,2,6,3,2,50,7,DA-0600,REC
20326,2,2,26,3,34,7,KL-1100,REC
20401,4,5,59,1,14,6,RW-1000,REC
20436,1,10,41,2,9,7,KJ-0700,REC
20455,1,3,48,1,23,7,WD-0700,REC
20470,2,12,3,1,7,7,RM-5000,REC
20476,2,9,53,2,20,7,DM-3000,REC
20481,2,8,9,3,34,7,DB-4200,INT
20562,4,5,11,3,16,7,RA-1300,REC
20679,3,8,57,3,8,7,FJ-0500,REC
20720,4,6,7,2,21,6,FJ-0500,REC
20759,1,5,5,2,5,7,MS-0800,REC
20779,2,11,30,4,69,7,DM-0500,PR
20815,2,0,10,3,81,7,SR-1100,INT
20844,3,1,1,3,1,7,SD-0400,RUSH
20857,4,10,21,2,18,7,FW-1100,REC
20870,4,7,16,2,3,7,LC-0400,REC
20897,1,10,56,2,103,7,AW-1300,FUM
20940,2,8,47,2,1,6,SD-0400,RUSH
20977,3,13,51,1,7,6,MP-1300,RUSH
21067,1,7,32,1,1,7,DM-3000,REC
21106,2,5,4,2,5,7,KJ-0700,REC
21145,3,7,11,1,19,7,TM-0900,REC
21178,4,8,2,3,29,7,KJ-0700,REC
21206,4,0,9,1,16,7,TM-0900,REC
21228,1,5,28,2,11,7,CE-0600,RUSH
21267,2,4,17,3,34,7,MR-1400,REC
21287,3,13,51,2,35,7,WH-0200,INT
21311,3,6,20,1,1,8,EJ-0200,RUSH
21353,4,6,44,1,21,6,EJ-0200,REC
21373,4,1,42,1,19,7,JP-1300,REC
21421,2,14,14,3,14,7,BS-4100,REC
21442,2,6,30,2,18,7,SS-1200,REC
21452,2,2,13,2,19,7,SS-1200,REC
21486,3,6,17,3,4,7,PW-0400,RUSH
21607,2,2,0,3,28,7,IH-0100,REC
21640,3,5,25,3,17,7,AT-0900,REC
21658,4,12,44,3,32,7,AT-0900,REC
21691,1,14,48,1,46,7,LS-1100,RUSH
21703,1,8,36,1,8,7,LS-1100,RUSH
21805,4,11,5,3,3,8,JS-6500,RUSH
21875,2,10,19,1,9,7,JR-2300,REC
21960,4,9,3,4,1,7,JR-0600,RUSH
22028,1,7,6,1,1,7,AG-0900,REC
22047,2,13,45,3,4,7,WJ-0200,REC
22067,2,4,41,1,43,7,JH-5200,REC
22087,2,0,12,3,1,7,RW-2600,RUSH
22112,3,7,55,2,1,7,CG-0400,RUSH
22170,4,0,53,1,11,8,TJ-0400,REC
22200,1,4,23,3,1,7,EM-0500,REC
22234,2,5,36,1,4,7,TD-0500,RUSH
22243,2,3,8,1,1,7,CM-0600,RUSH
22272,3,10,7,2,1,7,AB-1100,REC
22314,4,9,9,3,47,7,EM-0500,REC
22360,1,9,43,2,10,7,AR-0900,REC
22380,1,1,7,2,1,7,ZC-0200,RUSH
22389,2,13,51,1,1,7,TR-0300,RUSH
22403,2,7,47,3,6,7,AR-0900,REC
22422,2,3,24,1,1,7,TW-1600,RUSH
22461,3,4,56,3,20,7,RD-1900,REC
22473,3,1,11,2,9,7,DA-0600,REC
22494,4,8,28,2,48,7,DA-0600,REC
22504,4,3,59,2,2,7,RD-1900,REC
22517,4,1,53,1,3,7,EG-0600,RUSH
22520,4,1,45,1,43,7,RJ-2400,RUSH
22589,2,4,46,2,7,7,ES-1000,RUSH
22661,4,7,43,1,23,7,DA-2000,REC
22757,2,13,2,3,10,7,SD-0500,REC
22768,2,8,39,2,10,7,CF-0300,REC
22814,3,4,17,3,10,6,CC-4100,REC
22990,4,12,49,3,30,7,MB-4400,REC
23045,1,4,33,3,14,7,AH-0200,REC
23076,2,6,1,1,16,7,CC-4900,REC
23113,3,5,23,3,4,7,IB-0200,REC
23121,3,2,31,1,3,7,JW-1000,RUSH
23140,4,10,48,1,13,8,DH-2200,REC
23214,2,10,9,2,12,7,CC-1000,REC
23223,2,6,56,2,5,7,AG-1600,REC
23276,3,4,10,3,45,7,RS-2000,REC
23280,3,3,37,2,2,7,AG-1600,RUSH
23347,5,11,33,3,43,6,AF-1300,REC
23434,3,7,2,4,1,7,DF-1300,RUSH
23490,4,2,56,2,25,7,KN-0200,FUM
23546,2,9,26,1,43,7,JH-5200,REC
23601,3,3,56,2,90,7,KM-2200,FUM
23627,4,8,49,3,13,7,MM-5500,REC
23708,2,4,16,2,9,7,AS-0800,REC
23799,4,5,54,2,2,8,RR-1500,REC
23872,2,8,46,1,35,7,JM-3500,REC
23927,3,7,10,4,1,7,TS-1100,RUSH
23996,1,10,34,1,1,7,JS-6500,RUSH
24051,2,6,43,2,14,7,JA-1600,RUSH
24189,1,2,20,1,2,7,MB-4500,RUSH
24205,2,11,28,1,1,7,RW-1000,RUSH
24225,2,3,5,1,10,7,FT-0100,RUSH
24234,2,1,30,3,67,7,KM-0900,REC
24245,2,0,19,3,15,7,SD-0500,REC
24270,3,4,21,1,8,7,DM-0600,REC
24313,4,2,5,3,4,7,RW-1000,REC
24342,1,6,52,2,33,7,RS-2000,REC
24357,1,0,17,1,1,7,MP-1300,RUSH
24408,3,10,19,2,4,7,RM-5000,REC
24442,4,10,17,2,3,7,DC-4400,RUSH
24459,4,3,51,3,12,7,CC-1000,REC
24461,4,3,45,0,98,7,MJ-0700,KR
24486,1,10,38,1,1,7,RW-2900,REC
24510,1,2,0,1,5,7,TH-2300,REC
24523,2,12,50,2,13,7,TB-0400,REC
24537,2,5,51,3,8,7,RP-1900,REC
24546,2,2,50,1,18,7,TG-1600,RUSH
24564,3,14,10,3,46,7,IH-0100,REC
24593,3,2,31,1,34,7,IB-0200,REC
24622,4,8,34,1,34,7,IH-0100,REC
24700,2,11,50,3,2,7,JT-2200,REC
24780,3,3,24,1,7,7,JB-3400,RUSH
24797,4,13,8,2,32,7,JP-3600,FUM
24825,4,2,36,1,13,7,BM-3300,REC
24852,1,13,24,2,2,7,LS-1100,RUSH
24883,2,14,21,1,6,7,LS-1100,RUSH
24962,4,15,0,3,8,7,FM-0200,REC
25050,2,15,0,1,1,7,CG-0400,RUSH
25069,2,12,16,3,2,7,JG-0600,RUSH
25088,2,0,29,1,1,7,JG-0600,RUSH
25147,4,6,38,3,1,7,DB-1600,RUSH
25199,2,12,40,2,5,7,KJ-0700,REC
25228,2,2,0,2,19,7,RA-1300,REC
25284,4,14,9,4,27,6,BF-1100,REC
25339,1,11,55,3,46,7,QI-0100,REC
25365,2,15,0,3,2,7,JL-1400,RUSH
25378,2,12,26,3,10,7,DM-0500,REC
25406,2,0,8,2,4,7,LN-0200,REC
25469,4,4,7,3,87,6,PP-0500,INT
25484,4,0,29,3,2,7,PJ-0300,REC
25504,1,8,28,2,6,7,MH-1200,REC
25527,2,14,20,2,2,7,EJ-0200,RUSH
25602,3,0,11,1,16,7,DW-0800,REC
25632,4,5,18,2,9,8,CM-0600,RUSH
25664,1,11,36,1,5,7,TD-0500,RUSH
25721,2,2,58,1,1,7,ZC-0200,RUSH
25764,3,6,0,4,12,7,IG-0200,BLPU
25783,4,13,7,3,11,7,BC-0800,REC
25802,4,6,36,2,1,7,ZC-0200,RUSH
25821,4,1,12,1,22,7,TB-2900,REC
25838,1,11,40,2,40,7,QI-0100,REC
25895,2,2,35,1,59,7,SS-1200,REC
25968,4,4,22,2,5,7,PH-0600,RUSH
26048,2,0,58,2,38,7,TP-0400,INT
26071,3,11,11,2,9,7,SK-0400,RUSH
26163,2,14,50,2,1,7,EM-0500,REC
26168,2,13,21,1,68,7,CC-4100,REC
26193,2,3,23,2,45,7,JG-2800,REC
26203,2,1,36,1,75,7,ST-1300,INT
26242,3,5,13,2,5,7,DC-0800,REC
26256,3,0,20,2,83,7,JG-2800,REC
26265,4,13,5,3,26,7,RS-2100,REC
26289,4,5,6,3,10,7,DC-1900,REC
26301,4,1,37,1,5,7,EM-0500,REC
26359,2,9,50,1,1,7,TD-0800,REC
26375,2,4,6,1,17,7,AF-1300,REC
26439,4,10,42,1,34,7,EG-0700,REC
26461,4,4,37,2,5,7,JF-1700,REC
26463,4,4,32,0,92,7,AR-1700,KR
26472,4,2,44,1,11,7,JP-1300,REC
26492,1,10,4,1,9,7,EM-1800,REC
26574,3,9,12,2,13,7,TG-1300,REC
26611,4,13,40,1,18,7,JR-2300,REC
26626,4,8,0,1,9,7,TG-1300,REC
26640,4,3,6,3,12,7,RJ-1200,RUSH
26788,4,6,59,3,18,7,BP-0100,RUSH
26797,4,3,18,3,7,7,BP-0100,RUSH
26822,1,8,11,3,1,7,SB-0700,RUSH
26830,1,5,48,3,36,7,RM-5000,REC
26847,1,0,40,2,53,7,RS-2000,REC
26861,2,10,38,2,3,7,RS-2000,RUSH
26888,2,0,23,2,1,7,CH-3000,RUSH
26919,3,2,7,3,15,7,CC-1000,REC
27008,1,2,0,3,1,7,TC-0900,RUSH
27035,2,6,5,1,13,7,PW-0400,REC
27196,2,11,49,2,34,7,AR-0900,REC
27208,2,6,19,1,6,7,ZC-0200,RUSH
27214,2,4,3,1,53,7,WJ-0200,REC
27274,4,12,10,2,21,7,TB-2900,REC
27298,4,2,0,3,6,7,ZC-0200,RUSH
27304,4,1,13,2,9,6,WJ-0200,REC
27347,2,14,17,1,5,7,WR-0300,REC
27359,2,10,5,1,1,7,JS-6500,RUSH
27387,2,0,29,3,7,7,HM-0400,REC
27402,3,11,42,3,32,7,JM-6400,REC
27413,3,7,19,3,4,7,KC-2000,RUSH
27433,3,0,28,1,2,7,DC-0300,REC
27476,4,1,53,2,13,7,JJ-5200,REC
27565,2,0,23,3,1,7,JT-2200,REC
27586,3,6,40,3,7,7,DM-2200,RUSH
27620,4,7,49,2,26,7,MC-0100,INT
27630,4,4,50,4,44,6,DB-3100,REC
27639,4,2,0,4,1,7,DA-2000,RUSH
27742,3,10,8,3,70,7,JW-1600,INT
27873,3,13,32,3,33,7,PE-0200,INT
27881,3,10,54,1,4,7,EG-0200,RUSH
27907,3,0,15,3,1,7,EG-0200,RUSH
27939,4,2,29,3,1,7,EG-0200,RUSH
27976,1,4,20,2,32,7,HW-0100,REC
28003,2,9,24,2,25,7,FT-0100,RUSH
28022,2,1,29,3,16,7,FT-0100,REC
28052,3,8,9,1,2,7,FT-0100,RUSH
28064,3,3,35,1,26,7,FT-0100,RUSH
28075,4,15,0,2,2,6,KS-2300,RUSH
28093,4,7,56,3,45,8,KS-2300,RUSH
28136,1,9,42,1,19,7,MF-0300,REC
28188,2,2,0,2,19,7,JT-2800,REC
28209,3,9,24,3,3,6,LC-0400,REC
28219,3,5,18,3,15,7,RP-1900,REC
28234,3,0,33,1,34,6,IF-0300,REC
28348,2,2,0,1,15,7,RS-2000,RUSH
28365,3,12,32,2,7,7,RM-5000,REC
28391,3,0,25,2,36,7,RM-5000,REC
28428,4,2,36,1,6,6,DL-0100,REC
28532,3,3,50,4,1,7,DS-2300,REC
28550,4,11,22,2,1,7,JS-6500,RUSH
28557,4,9,3,3,10,7,CB-0900,RUSH
28574,4,4,28,3,101,7,BW-1100,INT
28598,1,10,49,2,4,7,TP-2100,RUSH
28613,1,4,24,3,1,7,JL-1400,RUSH
28630,2,13,46,2,2,7,SG-0400,REC
28638,2,11,46,1,46,7,PJ-0300,REC
28662,2,3,2,2,36,7,JL-1400,RUSH
28738,4,5,47,3,3,7,PH-0600,RUSH
28758,1,12,12,1,34,7,HW-0100,REC
28765,1,10,12,2,37,7,BB-1700,RUSH
28780,1,3,45,1,1,7,KS-2300,RUSH
28792,2,14,2,1,20,7,CD-1500,RUSH
28805,2,9,5,3,11,7,MB-4400,REC
28842,3,9,51,2,4,7,CD-1500,RUSH
28850,3,6,23,3,45,7,BS-1700,REC
28867,3,1,36,1,7,7,JB-3400,RUSH
28873,3,0,9,3,22,7,JG-1300,FUM
28903,4,2,53,3,5,7,PW-0400,REC
28929,1,9,52,1,27,7,MH-1200,REC
29005,3,7,33,3,3,7,JJ-2400,RUSH
29028,4,14,18,1,8,7,MH-1200,REC
29066,4,1,17,2,17,7,OG-0100,REC
29099,1,5,23,1,7,7,EG-0200,RUSH
29107,1,2,13,3,10,7,FT-0100,REC
29248,1,4,37,2,2,7,AB-1100,REC
29292,2,0,38,2,15,7,RA-1100,REC
29360,4,7,33,1,6,7,MB-2800,REC
29386,1,11,36,2,5,7,JA-1600,RUSH
29418,2,12,26,3,1,7,TW-1600,RUSH
29431,2,8,15,2,28,7,TB-2900,REC
29456,2,1,13,1,8,7,ZC-0200,RUSH
29469,3,15,0,0,88,7,DD-2900,KR
29482,3,9,2,3,84,7,JJ-2200,REC
29509,4,14,34,1,4,7,BK-1100,REC
29568,1,4,31,1,20,7,FJ-0500,REC
29586,2,13,19,2,7,7,FJ-0500,REC
29628,3,14,9,2,24,7,MP-0600,INT
29753,2,11,55,2,63,7,MS-2000,FUM
29775,2,2,57,1,1,7,RW-1000,RUSH
29784,2,1,44,2,43,7,DC-1900,REC
29813,3,7,1,1,15,7,MA-1000,RUSH
29827,3,2,19,1,10,7,CB-3300,FUM
29845,4,12,48,2,50,7,RS-2100,RUSH
29862,4,6,0,2,21,7,JS-5300,INT
29870,4,4,5,1,8,7,SD-0500,REC
29874,4,3,46,2,80,7,MA-1000,RUSH
29923,1,2,48,1,1,7,RH-2600,RUSH
29932,1,0,14,2,4,7,BM-2800,REC
29945,2,10,33,2,3,7,JM-5800,RUSH
29971,2,2,0,3,2,7,AB-2900,RUSH
30008,3,6,57,1,35,7,AH-0200,REC
30038,4,11,12,3,19,7,RP-1900,REC
30053,4,3,52,2,1,7,AB-2900,RUSH
30124,2,9,51,3,4,7,JL-2100,REC
30145,2,3,41,1,2,7,SK-0400,RUSH
30201,4,11,45,3,6,7,WD-0700,RUSH
30208,4,9,4,1,19,7,EM-1800,REC
30220,4,5,52,4,73,7,KW-1100,PR
30236,4,2,17,2,39,7,WD-0700,RUSH
30261,1,13,16,1,36,7,JT-2800,REC
30272,1,9,0,2,3,7,JT-2200,REC
30323,2,3,15,1,19,7,SA-0700,REC
30354,3,9,7,1,21,7,DM-2200,RUSH
30435,1,9,37,2,5,7,DC-0300,REC
30473,2,10,22,3,1,7,RD-0700,RUSH
30524,3,6,32,1,23,7,TB-0400,RUSH
30535,3,2,13,2,36,7,MP-1300,REC
30549,4,10,16,3,19,7,AT-0900,RUSH
30597,1,10,25,2,3,7,CH-3000,REC
30608,1,7,10,1,12,6,MM-5500,REC
30631,2,12,4,1,26,6,AG-1600,RUSH
30656,2,2,11,2,32,7,DD-2600,REC
30680,3,13,9,3,3,7,MM-5500,REC
30726,4,9,19,1,1,7,BH-1500,RUSH
30770,1,7,43,4,1,7,RS-2000,RUSH
30790,2,15,0,1,4,7,CC-1000,REC
30868,4,14,4,2,3,7,JS-6500,RUSH
30897,4,3,15,1,43,7,RS-2000,RUSH
30910,4,0,20,4,40,7,LF-0600,REC
30922,1,11,18,2,6,7,DJ-0100,REC
30927,1,11,5,2,27,7,GK-0100,INT
30988,2,1,41,1,1,7,RW-1000,RUSH
31037,4,13,52,1,19,7,RK-0200,REC
31074,1,10,43,3,6,7,LS-1100,REC
31117,2,6,22,3,6,7,OG-0100,REC
31137,2,0,54,2,14,7,LS-0700,REC
31184,4,15,0,1,1,6,AS-2500,RUSH
31315,3,5,33,3,88,7,JH-4400,INT
31378,1,10,50,2,2,7,TM-2000,REC
31448,2,0,50,1,1,7,CD-1500,RUSH
31462,3,11,39,1,7,7,BB-1700,RUSH
31481,3,4,15,1,38,7,DB-3100,REC
31502,4,13,50,3,15,6,DB-3100,REC
31586,2,15,0,2,3,7,FT-0100,RUSH
31630,2,0,34,2,14,7,KM-0900,REC
31655,3,7,50,2,2,7,FT-0100,RUSH
31659,3,7,26,1,8,7,MB-4500,RUSH
31674,3,1,38,1,1,7,FT-0100,RUSH
31698,4,6,15,4,3,7,SS-2900,RUSH
31734,1,3,28,1,13,7,MA-1000,RUSH
31742,1,0,41,1,19,7,AG-0900,REC
31760,2,9,50,3,5,7,MA-1000,RUSH
31773,2,6,4,1,43,7,DC-0800,REC
31781,2,2,34,3,7,7,MA-1000,RUSH
31846,4,8,22,1,2,7,MA-1000,RUSH
31871,4,0,51,2,28,7,WJ-0200,REC
31888,1,8,52,1,11,7,WC-0100,REC
31900,1,4,41,1,13,7,DW-0800,REC
31997,3,1,6,2,17,7,MH-1200,REC
32012,4,9,56,1,43,7,TW-2100,REC
32029,4,3,21,1,2,7,CM-0600,RUSH
32199,4,3,15,1,2,7,DM-2200,RUSH
32230,1,10,20,3,19,7,BS-1700,REC
32261,2,14,1,1,27,7,EA-0400,INT
32295,2,1,16,1,21,7,RJ-2400,REC
32317,3,5,58,2,6,7,MB-4400,REC
32335,4,14,57,2,17,7,KS-2300,RUSH
32401,1,5,50,3,7,7,TF-0700,RUSH
32440,2,6,8,2,1,7,FB-0200,RUSH
32453,2,1,13,3,1,7,JR-2000,REC
32497,3,3,1,2,4,7,CG-0400,RUSH
32516,4,12,53,1,17,7,CC-4100,REC
32529,4,8,50,1,12,8,JR-2000,REC
32549,4,1,50,2,46,7,MM-4400,INT
32567,1,10,53,1,70,7,WD-0700,RUSH
32586,1,3,16,3,9,7,BK-0600,INT
32653,3,6,4,2,4,7,ES-1000,RUSH
32684,4,8,2,2,4,7,WD-0700,RUSH
32841,4,4,55,3,5,7,IF-0300,REC
32892,2,15,0,2,2,7,AG-1600,RUSH
32916,2,4,30,3,5,7,AF-1300,REC
32954,3,6,7,2,8,7,AG-1600,RUSH
32976,4,14,9,2,38,7,TW-2900,INT
33059,1,1,32,4,1,7,KF-0200,RUSH
33085,2,8,49,1,81,7,DA-0600,REC
33105,2,2,4,2,17,7,TB-3300,REC
33139,3,7,15,4,1,7,JW-3000,REC
33164,4,13,48,3,4,7,TG-1300,REC
33198,4,4,8,1,19,7,KL-1100,REC
33271,2,4,36,3,28,7,QI-0100,REC
33298,3,10,53,2,1,7,JL-1400,RUSH
33316,3,5,0,3,22,7,BS-4100,REC
33402,2,13,16,2,12,7,TG-1100,REC
33434,2,0,16,2,9,7,EK-0300,REC
33445,3,11,36,1,16,7,JA-0800,RUSH
33471,4,15,0,3,6,7,JA-0800,REC
33486,4,10,59,4,7,7,TB-3300,REC
33546,1,3,58,1,3,7,DA-2000,RUSH
33556,2,14,26,2,9,7,DP-0500,REC
33567,2,10,17,3,1,7,TP-2100,RUSH
33574,2,8,13,1,24,7,TS-1900,REC
33598,2,1,12,3,8,7,TS-1900,REC
33615,3,12,17,2,11,7,CJ-1400,REC
33636,3,4,11,1,38,7,CJ-1400,REC
33661,4,8,57,1,1,7,TP-2100,RUSH
33736,2,8,0,2,1,7,SD-0400,RUSH
33743,2,5,50,1,22,6,WM-0400,RUSH
33773,3,11,26,1,2,7,ES-1000,RUSH
33816,4,7,38,1,17,7,JT-3900,RUSH
33829,4,4,7,1,32,6,IF-0300,REC
33874,1,5,13,2,5,7,EM-0500,REC
33897,2,11,59,2,79,7,JS-5300,INT
33944,3,8,0,3,1,7,MA-1000,RUSH
33962,3,1,2,1,4,7,SD-0500,REC
33980,4,9,26,2,9,7,DJ-0100,REC
33988,4,6,1,2,6,7,MA-1000,RUSH
34001,4,2,34,3,22,7,SD-0500,REC
34141,4,7,8,4,1,7,JS-6500,RUSH
34149,4,4,29,2,3,7,AG-1600,REC
34163,4,2,1,2,39,7,AG-1600,RUSH
34190,1,7,20,1,1,7,FT-0100,RUSH
34213,2,12,57,2,8,7,KB-1700,REC
34229,2,6,37,2,4,7,FT-0100,RUSH
34275,3,5,41,3,25,7,KM-0900,REC
34292,4,14,38,1,65,7,JS-4400,REC
34302,4,10,40,2,26,7,FS-0100,REC
34373,2,4,4,1,1,7,CH-3000,RUSH
34400,3,9,39,1,15,7,KM-0300,REC
34432,4,12,40,3,6,6,TG-1300,REC
34504,2,14,12,1,31,7,JD-3100,INT
34565,3,3,22,1,1,7,LS-1100,RUSH
34669,2,8,32,1,3,7,TB-0400,RUSH
34711,3,5,32,3,9,7,IH-0100,REC
34752,4,2,41,3,2,7,AT-0900,REC
34760,4,1,9,2,5,7,BS-1700,REC
34774,1,10,27,1,8,7,JG-0600,RUSH
34838,2,0,17,2,1,7,JG-0600,RUSH
34877,3,2,5,2,15,8,AG-0900,REC
34887,4,13,4,3,4,7,GC-0500,REC
34899,4,8,38,1,69,6,TO-0200,REC
34906,4,5,57,2,22,7,WJ-0200,REC
34924,4,0,49,2,1,7,TA-0500,RUSH
34942,1,8,58,2,1,7,MF-0300,RUSH
34954,1,4,57,2,1,7,MF-0300,RUSH
34985,2,7,20,1,22,7,JM-3900,REC
35019,3,11,25,1,8,7,DC-4400,RUSH
35027,3,8,24,1,5,6,MF-0300,RUSH
35041,3,4,40,1,1,7,MF-0300,RUSH
35051,3,0,37,2,2,7,CC-1000,REC
35066,4,8,17,1,6,7,JW-1000,RUSH
35085,4,2,34,1,32,8,RM-5000,REC
35110,1,8,55,3,56,7,YT-0100,REC
35124,1,2,55,1,5,7,EG-0200,RUSH
35149,2,9,0,2,7,7,EG-0200,REC
35198,3,8,56,2,3,7,EG-0200,REC
35238,4,8,27,1,1,7,LN-0200,REC
35311,2,12,42,1,50,7,EA-0400,INT
35328,2,6,7,2,7,7,AR-0900,REC
35342,2,1,13,2,1,7,TW-1600,RUSH
35383,4,14,22,3,4,7,TB-2900,REC
35423,4,0,28,4,5,7,WC-0100,REC
35522,3,10,59,1,1,7,EJ-0200,RUSH
35539,3,4,8,3,48,7,BH-1400,FUM
35548,3,0,40,1,1,6,SM-3400,RUSH
35561,4,10,16,3,1,7,EJ-0200,RUSH
35565,4,10,1,2,40,7,MM-5600,INT
35576,4,6,24,4,29,8,PP-1000,REC
35588,4,4,18,1,13,7,EJ-0200,RUSH
35663,2,5,12,4,53,7,HP-0100,PR
35675,2,0,32,2,3,7,RH-3400,RUSH
35728,4,10,51,1,30,7,RH-3400,RUSH
35765,1,12,22,3,13,7,MS-5400,REC
35774,1,7,17,3,14,7,AR-0900,REC
35860,3,7,2,2,6,7,RJ-2400,RUSH
35882,4,11,52,3,7,7,RJ-2400,RUSH
35896,4,5,18,3,4,6,SA-0600,RUSH
35915,4,0,33,3,9,6,DJ-0100,REC
36019,3,9,47,3,27,7,FS-0100,REC
36030,3,6,22,3,1,7,JL-1400,RUSH
36190,4,11,36,1,1,7,SJ-0100,REC
36205,4,4,51,1,13,7,KF-0200,RUSH
36282,1,9,31,1,11,7,MM-5500,REC
36319,2,12,51,2,25,7,TF-0700,REC
36334,2,7,27,2,36,7,GD-0300,INT
36371,3,12,55,3,34,7,IB-0300,REC
36387,3,8,4,1,4,6,SH-0600,REC
36404,3,2,8,4,64,6,IU-0100,PR
36427,4,9,48,4,81,7,DE-1200,BLFG
36529,2,0,32,3,3,7,JS-4400,REC
36542,3,11,24,4,82,7,PW-0400,PR
36555,3,5,1,3,5,7,FT-0100,RUSH
36601,4,1,24,3,12,7,SM-2700,RUSH
36633,1,5,43,1,1,7,EG-0200,RUSH
36652,2,11,56,1,2,7,EG-0200,RUSH
36728,4,13,1,1,35,7,EG-0200,RUSH
36802,2,11,35,4,0,7,KL-1100,PR
36849,3,9,25,2,2,7,FM-0700,RUSH
36890,4,7,22,3,28,7,TR-0300,RUSH
36924,1,10,20,1,50,7,MP-1500,REC
36958,2,12,45,3,4,7,PM-0200,RUSH
37019,3,2,49,4,8,7,LS-1100,RUSH
37095,1,2,8,1,18,7,AF-1300,REC
37098,1,1,50,1,78,7,RM-5000,REC
37109,2,11,56,3,6,7,AG-1600,REC
37151,2,0,28,2,3,7,DC-4400,RUSH
37178,3,4,6,1,22,7,JM-3900,REC
37189,4,15,0,3,3,7,BS-1100,REC
37223,4,2,43,2,5,7,CC-1000,REC
37269,2,12,39,3,31,7,SK-0500,INT
37305,3,15,0,0,88,7,DV-0200,KR
37316,3,9,49,3,2,7,TA-0500,RUSH
37400,1,5,53,1,1,7,CM-0600,RUSH
37510,4,5,49,3,0,7,JH-2300,ORCV
37546,1,9,4,2,1,7,GC-0500,REC
37622,3,7,20,1,27,7,TO-0200,REC
37708,1,4,25,1,1,7,ES-1000,RUSH
37797,3,2,37,3,33,7,AT-0900,REC
37822,4,8,23,1,13,7,TB-0400,RUSH
37865,1,6,31,2,2,7,MF-0300,RUSH
37876,1,0,47,1,2,7,WD-0700,RUSH
37887,2,11,7,1,16,7,MF-0300,RUSH
37901,2,4,8,2,8,7,KJ-0700,REC
37913,2,1,6,2,17,7,KJ-0700,REC
37947,3,0,27,3,27,7,MF-0300,REC
37950,3,0,5,1,52,7,WD-0700,RUSH
37959,4,10,59,2,9,7,MF-0300,RUSH
37973,4,5,31,2,72,7,TH-2300,REC
37998,4,0,53,2,1,7,WD-0700,RUSH
38063,2,7,41,2,24,7,KC-1600,RUSH
38090,2,0,45,4,1,7,MA-1000,RUSH
38108,3,10,39,1,25,7,EM-0500,REC
38115,3,8,57,2,13,7,GF-0400,RUSH
38140,3,0,19,2,1,7,MA-1000,RUSH
38179,4,0,47,1,8,6,JS-6900,REC
38217,1,0,49,2,3,7,TB-0400,RUSH
38227,2,13,33,1,44,7,FT-0100,RUSH
38310,4,11,18,2,5,7,IH-0100,REC
38332,4,3,16,2,54,7,AT-0900,REC
38337,4,2,0,2,5,8,KB-1700,REC
38339,4,1,56,0,38,7,JS-1700,KR
38347,4,0,24,1,12,7,AW-1000,REC
38362,1,10,30,1,11,7,SB-1900,REC
38381,1,3,30,1,18,7,PP-1000,REC
38383,1,3,23,0,81,7,CR-1500,KR
38388,1,1,35,2,9,7,AS-2500,RUSH
38404,2,9,44,3,1,7,JK-1500,RUSH
38425,2,1,16,2,6,7,JR-2300,REC
38461,3,0,30,1,2,7,AS-2500,RUSH
38477,4,9,32,1,6,6,RW-1000,RUSH
38485,4,6,47,1,4,7,AS-2500,RUSH
38521,1,6,55,3,17,7,SJ-0400,REC
38537,1,0,28,1,21,7,TG-1300,REC
38625,4,7,2,2,6,7,BK-1100,REC
38652,4,0,13,2,1,6,FM-0700,RUSH
38662,1,13,0,1,37,7,DW-0800,REC
38675,1,9,20,3,35,7,RA-1100,REC
38706,2,12,25,2,7,7,QI-0100,REC
38746,2,0,24,2,98,8,CM-1200,INT
38773,3,6,33,4,54,7,JL-1600,PR
38825,4,5,22,4,89,7,JL-1600,PR
38864,1,6,57,1,9,7,DS-2300,REC
38949,3,1,54,2,27,7,MB-2800,REC
38961,4,11,20,2,13,7,SC-0200,RUSH
38974,4,6,43,2,61,7,RM-3400,INT
39027,1,5,57,1,3,7,AG-1600,RUSH
39105,3,10,7,2,2,7,AG-1600,RUSH
39149,4,9,7,1,18,8,KJ-0700,REC
39214,1,7,35,3,4,7,MH-1200,REC
39225,1,3,14,3,42,7,RM-5000,REC
39246,2,9,24,1,52,7,EJ-0200,REC
39269,2,1,24,1,15,7,MH-1200,REC
39297,3,7,52,3,18,7,MH-1200,REC
39370,1,4,21,1,1,7,TC-0900,RUSH
39396,2,8,25,2,52,7,KF-0200,REC
39409,2,3,45,3,9,7,HG-0200,REC
39419,2,2,16,1,1,7,LS-1100,RUSH
39433,2,0,9,1,16,7,TG-1100,REC
39497,4,4,15,1,1,7,LS-1100,RUSH
39528,1,9,21,1,13,7,MF-0300,REC
39561,2,10,39,1,41,7,DS-2600,INT
